index,name,rating,review_count,review_count_final,phenotype,thc,cbd,imgurl,img_url_two,herbal,peppery,pine,hotspot,latitude,longitude,group,city,state,country,zip,address_total,address_blank,ADHD,Anorexia,Anxiety,Anxious,Anxiety_Combined,Aroused,Arthritis,Asthma,Cancer,Cramps,Creative,Depression,Dizzy,Energetic,Epilepsy,Euphoric,Fatigue,Fibromyalgia,Focused,Giggly,radius,Happy,Happy_Modified,Headache,Headaches,Headache_Combined,Hungry,Hypertension,Inflammation,Insomnia,Migraines,Nausea,PMS,PTSD,Pain,Paranoid,Relaxed,Seizures,Sleepy,Spasticity,Stress,Talkative,Tingly,Uplifted,Appetite,Disease,Disorder,Eyes,Injury,Mouth,Pressure,Sclerosis,Spasms,description
2698,The Sister,4.3,-7,7,Indica,33,,https://public.leafly.com/strains/flowers/the-sister-flower.svg,,"<symbol id=""myrcene"" svg=""svg"" viewBox=""0 0 32 32""><title>myrcene</title><polygon points=""15.38 17.22 14.84 16.66 14.14 16.66 14.84 16.66 14.23 16.3 14.83 16.62 14.36 16.13 14.88 16.66 15.64 16.65 15.64 16.84 15.38 17.22""></polygon><path d=""M14.25,15.57l-.3-.44c-.15-.22-.32-.46-.52-.71l1.17-.93a12.06,12.06,0,0,1,.72,1l.13.19.06.1-.06.05v.08h-.13Z""></path><path d=""M8.84,21.53H8.79c-4.26,0-8.21-5.06-8.37-5.27l-.37-.47.38-.47c.16-.21,4.17-5.11,8.42-5.11H8.9a6.13,6.13,0,0,1,3.28,1l-.81,1.26a4.72,4.72,0,0,0-2.48-.8C6,11.71,3.05,14.64,2,15.8,3,17,6,20,8.81,20A4.53,4.53,0,0,0,11,19.44v-.32h.76v.75h.74v.41l-.35.22A6.21,6.21,0,0,1,8.84,21.53Z""></path><path d=""M23.3,21.67h-.05a6.28,6.28,0,0,1-3.49-1.18l.43-.61.23-.72.2.09a4.69,4.69,0,0,0,2.64.92h0c2.85,0,5.8-2.94,6.85-4.1-1-1.18-3.95-4.2-6.81-4.22a4.77,4.77,0,0,0-2.59.81l-.81-1.26a6.2,6.2,0,0,1,3.41-1.05c4.27,0,8.22,5.06,8.38,5.27l.37.47-.37.46C31.56,16.76,27.55,21.67,23.3,21.67Z""></path><polygon points=""16.8 17.33 16.76 17.28 16.76 17.29 16.76 17.28 16.69 17.2 17.18 16.87 17.83 16.23 17.94 16.37 17.4 16.73 16.8 17.33""></polygon><path d=""M17.83,15.72l-.68-.32-.58-.48.44-.65c.09-.13.19-.27.3-.41l.12-.4H18v.75l.71.21,0,.15-.09.12-.22.27V15l-.35.44-.12.17Z""></path><path d=""M15.9,31.23l-.47-.38c-.21-.17-5.15-4.21-5.11-8.47a5.87,5.87,0,0,1,.7-2.7v-.56h.33a11.3,11.3,0,0,1,3.1-3.06l.12-.07.32.67h.75v.48l-.38.18a9.33,9.33,0,0,0-2.83,2.92l-.07.12a4.57,4.57,0,0,0-.54,2c0,2.86,2.93,5.83,4.09,6.89,1.19-1,4.2-4,4.23-6.81a4.53,4.53,0,0,0-.54-2.11l-.07-.13a9.49,9.49,0,0,0-2.64-2.84l-.31-.22v-.38l.73,0,.37-.64.09.07h0l.06.05.17.13a10.64,10.64,0,0,1,2.68,2.89h0l.15.26a6,6,0,0,1,.79,3c0,4.26-5.06,8.21-5.28,8.37Z""></path><path d=""M17.48,16l-.79-1.27.28-.19a8.86,8.86,0,0,0,2.71-2.82,4.39,4.39,0,0,0,.58-2.08c0-2.87-2.92-5.9-4.09-7C15,3.67,12,6.65,11.94,9.51a4.22,4.22,0,0,0,.51,2,8.74,8.74,0,0,0,2.84,3l-.85,1.23a10.41,10.41,0,0,1-3.33-3.59,5.83,5.83,0,0,1-.67-2.73c0-4.26,5.05-8.3,5.27-8.47l.47-.38.47.39c.21.17,5.15,4.31,5.11,8.57A5.82,5.82,0,0,1,21,12.39a10.34,10.34,0,0,1-3.2,3.35Z""></path><path d=""M14.39,15.65a1.75,1.75,0,0,1-.23-.24l-.2-.23a5.53,5.53,0,0,1-.6-.86,4,4,0,0,1-.53-2c0-2.51,2.7-4.77,2.82-4.87l.49-.41.48.42c.11.1,2.75,2.41,2.72,4.93a4,4,0,0,1-.66,2.12v0l-.05.07-.24.34,0,0v0l-.23.24a2.44,2.44,0,0,1-.28.3L17,14.72h-.16v-.16l-.06-.06.07-.07.18-.2.26-.33.12-.43h.14a2.33,2.33,0,0,0,.27-1.07,5.59,5.59,0,0,0-1.72-3.31,5.62,5.62,0,0,0-1.79,3.28,2.52,2.52,0,0,0,.34,1.23,4.21,4.21,0,0,0,.58.79l.2.21v.3h-.33Z""></path><path d=""M16,25l-.48-.42c-.12-.1-2.75-2.41-2.73-4.93a4.67,4.67,0,0,1,1.69-3.34l1,1.1a3.28,3.28,0,0,0-1.21,2.25A5.6,5.6,0,0,0,16,23a5.61,5.61,0,0,0,1.78-3.28,3.28,3.28,0,0,0-1.07-2.2l1.06-1.06a4.59,4.59,0,0,1,1.51,3.27c0,2.52-2.7,4.78-2.81,4.88Z""></path><path d=""M16.13,18.34h0a2.1,2.1,0,0,1-1.81-1.13l-.05-.1L14.12,17v-.17a2.62,2.62,0,0,1-.12-.54,1.18,1.18,0,0,1,0-.22.74.74,0,0,1,0-.15,2,2,0,0,1,0-.43,2.33,2.33,0,0,1,.15-.56l.1-.19a2,2,0,0,1,1.88-1.22A2.14,2.14,0,0,1,18,14.67l0,.09a.08.08,0,0,0,0,0,2.58,2.58,0,0,1,.21.71,3,3,0,0,1,0,.43,3.14,3.14,0,0,1,0,.45,2.69,2.69,0,0,1-.17.57v.1l-.13.16a.86.86,0,0,1-.1.16A2.07,2.07,0,0,1,16.13,18.34Zm-.48-2.42,0,0,.08.11a.67.67,0,0,0,.38.18.5.5,0,0,0,.33-.13l.09-.09h0a.18.18,0,0,0,.05-.07l-.05-.07h0l-.06-.06a.54.54,0,0,0-.37-.17.48.48,0,0,0-.42.21Z""></path><path d=""M17,16.83l-.22-.19,0-.29a.4.4,0,0,0,0-.15v0a1.17,1.17,0,0,0-.17-.31h0l-.06-.06a.54.54,0,0,0-.37-.17.48.48,0,0,0-.42.21,1,1,0,0,0-.16.27l0,0a1.21,1.21,0,0,0,0,.18L14,16.05a2.61,2.61,0,0,1,.06-.27l0-.14a2.48,2.48,0,0,1,.35-.64l.1-.13a2.08,2.08,0,0,1,1.59-.75,2,2,0,0,1,1.45.64l.11.13a2.91,2.91,0,0,1,.39.67l.09.1v.21l.06.05v.35h-.75Z""></path><path d=""M16.13,17.73h0a2.06,2.06,0,0,1-1.39-.59,1.37,1.37,0,0,1-.19-.22.77.77,0,0,1-.11-.16,1.72,1.72,0,0,1-.25-.45l-.1-.1V16L14,15.92V15.6h.75l.53-.52.18.18,0,.25s0,.06,0,.07l0,.1h0l0,.07a1.08,1.08,0,0,0,.11.18l.08.11a.67.67,0,0,0,.38.18.5.5,0,0,0,.33-.13l.08-.08a1,1,0,0,0,.18-.29v0a1.6,1.6,0,0,0,.05-.21l1.48.25a3.54,3.54,0,0,1-.09.38v0a2.64,2.64,0,0,1-.46.83,1.21,1.21,0,0,1-.16.16.92.92,0,0,1-.17.15A2,2,0,0,1,16.13,17.73Z""></path><rect height=""5.63"" transform=""matrix(0.01, -1, 1, 0.01, 3.46, 35.41)"" width=""1.5"" x=""18.85"" y=""13.14""></rect><rect height=""6.07"" transform=""translate(-3.65 28.3) rotate(-89.46)"" width=""1.5"" x=""11.71"" y=""12.96""></rect></symbol>","<symbol id=""caryophyllene"" svg=""svg"" viewBox=""0 0 32 32""><title>caryophyllene</title><path d=""M14.29,26.13h-1.5V14.64h3.55c2.58,0,4.25,1.55,4.25,4,0,1.88-1.12,3.9-4.25,3.9H14.29Zm0-5.13h2.05c2.27,0,2.75-1.31,2.75-2.4,0-.92-.36-2.46-2.75-2.46H14.29Z""></path><path d=""M19.65,6.68a1.42,1.42,0,1,1,1.42-1.42A1.42,1.42,0,0,1,19.65,6.68Zm0-1.5a.08.08,0,0,0-.08.08c0,.1.17.1.17,0A.09.09,0,0,0,19.65,5.18Z""></path><path d=""M16.11,6.68a1.42,1.42,0,1,1,1.41-1.42A1.42,1.42,0,0,1,16.11,6.68Zm0-1.5a.09.09,0,0,0-.09.08c0,.1.18.1.18,0A.09.09,0,0,0,16.11,5.18Z""></path><path d=""M12.57,6.68a1.42,1.42,0,1,1,0-2.83,1.42,1.42,0,0,1,0,2.83Zm0-1.5a.09.09,0,0,0-.09.08c0,.1.17.1.17,0A.08.08,0,0,0,12.57,5.18Z""></path><path d=""M25.72,9.33h-19V8.14A7.39,7.39,0,0,1,14.11.75h4.22a7.4,7.4,0,0,1,7.39,7.39ZM8.24,7.83h16a5.9,5.9,0,0,0-5.88-5.58H14.11A5.88,5.88,0,0,0,8.24,7.83Z""></path><path d=""M24.94,11.55H7.5V7.83H24.94ZM9,10.05H23.44V9.33H9Z""></path><path d=""M26.38,31.25H5.62l0-21.2H26.36ZM7.12,29.75H24.88l0-18.2H7.14Z""></path></symbol>","<symbol id=""pinene"" svg=""svg"" viewBox=""0 0 32 32""><title>pinene</title><path d=""M23.67,25.9h-1.5c0-2.7-2.46-5.41-6.91-7.64C8.64,15,8.57,10.12,8.57,9.92h1.5c0,.17.12,4.14,5.86,7C20.92,19.42,23.67,22.61,23.67,25.9Z""></path><polygon points=""19.33 31.25 12.67 31.25 12.67 26.15 14.17 26.15 14.17 29.75 17.83 29.75 17.83 26.15 19.33 26.15 19.33 31.25""></polygon><path d=""M30.07,26.9H1.93L7.46,16.5H3.31L16,.28,28.69,16.5H24.54ZM4.43,25.4H27.57L22.05,15h3.56L16,2.72,6.39,15H10Z""></path><rect height=""2.82"" width=""1.5"" x=""16.3"" y=""26.15""></rect></symbol>","Oklahoma City, OK",35.47204,-97.52107,4,Oklahoma City,OK,USA,73102,"Oklahoma City, OK, United States",1,,,60,,60,,,,,,,60,20,,,60,,,,,12,60,1,,40,40,40,,,,,,,,60,,100,,,,,,,60,40,,,20,,40,,,,"The Sister is an 80/20 indica-dominant strain that is said to be a rare “sister” cut of Chemdawg. Although led by indica genetics, The Sister provides uplifting, clear-headed euphoria that leaves the mind awake and nimble for creative endeavors while also kick-starting the appetite. Like her sister, this strain takes on a sweet citrus and sour diesel aroma."
2209,Raindance,4.5,-41,41,Hybrid,28,,https://public.leafly.com/strains/flowers/raindance-flower.svg,,"<symbol id=""myrcene"" svg=""svg"" viewBox=""0 0 32 32""><title>myrcene</title><polygon points=""15.38 17.22 14.84 16.66 14.14 16.66 14.84 16.66 14.23 16.3 14.83 16.62 14.36 16.13 14.88 16.66 15.64 16.65 15.64 16.84 15.38 17.22""></polygon><path d=""M14.25,15.57l-.3-.44c-.15-.22-.32-.46-.52-.71l1.17-.93a12.06,12.06,0,0,1,.72,1l.13.19.06.1-.06.05v.08h-.13Z""></path><path d=""M8.84,21.53H8.79c-4.26,0-8.21-5.06-8.37-5.27l-.37-.47.38-.47c.16-.21,4.17-5.11,8.42-5.11H8.9a6.13,6.13,0,0,1,3.28,1l-.81,1.26a4.72,4.72,0,0,0-2.48-.8C6,11.71,3.05,14.64,2,15.8,3,17,6,20,8.81,20A4.53,4.53,0,0,0,11,19.44v-.32h.76v.75h.74v.41l-.35.22A6.21,6.21,0,0,1,8.84,21.53Z""></path><path d=""M23.3,21.67h-.05a6.28,6.28,0,0,1-3.49-1.18l.43-.61.23-.72.2.09a4.69,4.69,0,0,0,2.64.92h0c2.85,0,5.8-2.94,6.85-4.1-1-1.18-3.95-4.2-6.81-4.22a4.77,4.77,0,0,0-2.59.81l-.81-1.26a6.2,6.2,0,0,1,3.41-1.05c4.27,0,8.22,5.06,8.38,5.27l.37.47-.37.46C31.56,16.76,27.55,21.67,23.3,21.67Z""></path><polygon points=""16.8 17.33 16.76 17.28 16.76 17.29 16.76 17.28 16.69 17.2 17.18 16.87 17.83 16.23 17.94 16.37 17.4 16.73 16.8 17.33""></polygon><path d=""M17.83,15.72l-.68-.32-.58-.48.44-.65c.09-.13.19-.27.3-.41l.12-.4H18v.75l.71.21,0,.15-.09.12-.22.27V15l-.35.44-.12.17Z""></path><path d=""M15.9,31.23l-.47-.38c-.21-.17-5.15-4.21-5.11-8.47a5.87,5.87,0,0,1,.7-2.7v-.56h.33a11.3,11.3,0,0,1,3.1-3.06l.12-.07.32.67h.75v.48l-.38.18a9.33,9.33,0,0,0-2.83,2.92l-.07.12a4.57,4.57,0,0,0-.54,2c0,2.86,2.93,5.83,4.09,6.89,1.19-1,4.2-4,4.23-6.81a4.53,4.53,0,0,0-.54-2.11l-.07-.13a9.49,9.49,0,0,0-2.64-2.84l-.31-.22v-.38l.73,0,.37-.64.09.07h0l.06.05.17.13a10.64,10.64,0,0,1,2.68,2.89h0l.15.26a6,6,0,0,1,.79,3c0,4.26-5.06,8.21-5.28,8.37Z""></path><path d=""M17.48,16l-.79-1.27.28-.19a8.86,8.86,0,0,0,2.71-2.82,4.39,4.39,0,0,0,.58-2.08c0-2.87-2.92-5.9-4.09-7C15,3.67,12,6.65,11.94,9.51a4.22,4.22,0,0,0,.51,2,8.74,8.74,0,0,0,2.84,3l-.85,1.23a10.41,10.41,0,0,1-3.33-3.59,5.83,5.83,0,0,1-.67-2.73c0-4.26,5.05-8.3,5.27-8.47l.47-.38.47.39c.21.17,5.15,4.31,5.11,8.57A5.82,5.82,0,0,1,21,12.39a10.34,10.34,0,0,1-3.2,3.35Z""></path><path d=""M14.39,15.65a1.75,1.75,0,0,1-.23-.24l-.2-.23a5.53,5.53,0,0,1-.6-.86,4,4,0,0,1-.53-2c0-2.51,2.7-4.77,2.82-4.87l.49-.41.48.42c.11.1,2.75,2.41,2.72,4.93a4,4,0,0,1-.66,2.12v0l-.05.07-.24.34,0,0v0l-.23.24a2.44,2.44,0,0,1-.28.3L17,14.72h-.16v-.16l-.06-.06.07-.07.18-.2.26-.33.12-.43h.14a2.33,2.33,0,0,0,.27-1.07,5.59,5.59,0,0,0-1.72-3.31,5.62,5.62,0,0,0-1.79,3.28,2.52,2.52,0,0,0,.34,1.23,4.21,4.21,0,0,0,.58.79l.2.21v.3h-.33Z""></path><path d=""M16,25l-.48-.42c-.12-.1-2.75-2.41-2.73-4.93a4.67,4.67,0,0,1,1.69-3.34l1,1.1a3.28,3.28,0,0,0-1.21,2.25A5.6,5.6,0,0,0,16,23a5.61,5.61,0,0,0,1.78-3.28,3.28,3.28,0,0,0-1.07-2.2l1.06-1.06a4.59,4.59,0,0,1,1.51,3.27c0,2.52-2.7,4.78-2.81,4.88Z""></path><path d=""M16.13,18.34h0a2.1,2.1,0,0,1-1.81-1.13l-.05-.1L14.12,17v-.17a2.62,2.62,0,0,1-.12-.54,1.18,1.18,0,0,1,0-.22.74.74,0,0,1,0-.15,2,2,0,0,1,0-.43,2.33,2.33,0,0,1,.15-.56l.1-.19a2,2,0,0,1,1.88-1.22A2.14,2.14,0,0,1,18,14.67l0,.09a.08.08,0,0,0,0,0,2.58,2.58,0,0,1,.21.71,3,3,0,0,1,0,.43,3.14,3.14,0,0,1,0,.45,2.69,2.69,0,0,1-.17.57v.1l-.13.16a.86.86,0,0,1-.1.16A2.07,2.07,0,0,1,16.13,18.34Zm-.48-2.42,0,0,.08.11a.67.67,0,0,0,.38.18.5.5,0,0,0,.33-.13l.09-.09h0a.18.18,0,0,0,.05-.07l-.05-.07h0l-.06-.06a.54.54,0,0,0-.37-.17.48.48,0,0,0-.42.21Z""></path><path d=""M17,16.83l-.22-.19,0-.29a.4.4,0,0,0,0-.15v0a1.17,1.17,0,0,0-.17-.31h0l-.06-.06a.54.54,0,0,0-.37-.17.48.48,0,0,0-.42.21,1,1,0,0,0-.16.27l0,0a1.21,1.21,0,0,0,0,.18L14,16.05a2.61,2.61,0,0,1,.06-.27l0-.14a2.48,2.48,0,0,1,.35-.64l.1-.13a2.08,2.08,0,0,1,1.59-.75,2,2,0,0,1,1.45.64l.11.13a2.91,2.91,0,0,1,.39.67l.09.1v.21l.06.05v.35h-.75Z""></path><path d=""M16.13,17.73h0a2.06,2.06,0,0,1-1.39-.59,1.37,1.37,0,0,1-.19-.22.77.77,0,0,1-.11-.16,1.72,1.72,0,0,1-.25-.45l-.1-.1V16L14,15.92V15.6h.75l.53-.52.18.18,0,.25s0,.06,0,.07l0,.1h0l0,.07a1.08,1.08,0,0,0,.11.18l.08.11a.67.67,0,0,0,.38.18.5.5,0,0,0,.33-.13l.08-.08a1,1,0,0,0,.18-.29v0a1.6,1.6,0,0,0,.05-.21l1.48.25a3.54,3.54,0,0,1-.09.38v0a2.64,2.64,0,0,1-.46.83,1.21,1.21,0,0,1-.16.16.92.92,0,0,1-.17.15A2,2,0,0,1,16.13,17.73Z""></path><rect height=""5.63"" transform=""matrix(0.01, -1, 1, 0.01, 3.46, 35.41)"" width=""1.5"" x=""18.85"" y=""13.14""></rect><rect height=""6.07"" transform=""translate(-3.65 28.3) rotate(-89.46)"" width=""1.5"" x=""11.71"" y=""12.96""></rect></symbol>","<symbol id=""caryophyllene"" svg=""svg"" viewBox=""0 0 32 32""><title>caryophyllene</title><path d=""M14.29,26.13h-1.5V14.64h3.55c2.58,0,4.25,1.55,4.25,4,0,1.88-1.12,3.9-4.25,3.9H14.29Zm0-5.13h2.05c2.27,0,2.75-1.31,2.75-2.4,0-.92-.36-2.46-2.75-2.46H14.29Z""></path><path d=""M19.65,6.68a1.42,1.42,0,1,1,1.42-1.42A1.42,1.42,0,0,1,19.65,6.68Zm0-1.5a.08.08,0,0,0-.08.08c0,.1.17.1.17,0A.09.09,0,0,0,19.65,5.18Z""></path><path d=""M16.11,6.68a1.42,1.42,0,1,1,1.41-1.42A1.42,1.42,0,0,1,16.11,6.68Zm0-1.5a.09.09,0,0,0-.09.08c0,.1.18.1.18,0A.09.09,0,0,0,16.11,5.18Z""></path><path d=""M12.57,6.68a1.42,1.42,0,1,1,0-2.83,1.42,1.42,0,0,1,0,2.83Zm0-1.5a.09.09,0,0,0-.09.08c0,.1.17.1.17,0A.08.08,0,0,0,12.57,5.18Z""></path><path d=""M25.72,9.33h-19V8.14A7.39,7.39,0,0,1,14.11.75h4.22a7.4,7.4,0,0,1,7.39,7.39ZM8.24,7.83h16a5.9,5.9,0,0,0-5.88-5.58H14.11A5.88,5.88,0,0,0,8.24,7.83Z""></path><path d=""M24.94,11.55H7.5V7.83H24.94ZM9,10.05H23.44V9.33H9Z""></path><path d=""M26.38,31.25H5.62l0-21.2H26.36ZM7.12,29.75H24.88l0-18.2H7.14Z""></path></symbol>","<symbol id=""pinene"" svg=""svg"" viewBox=""0 0 32 32""><title>pinene</title><path d=""M23.67,25.9h-1.5c0-2.7-2.46-5.41-6.91-7.64C8.64,15,8.57,10.12,8.57,9.92h1.5c0,.17.12,4.14,5.86,7C20.92,19.42,23.67,22.61,23.67,25.9Z""></path><polygon points=""19.33 31.25 12.67 31.25 12.67 26.15 14.17 26.15 14.17 29.75 17.83 29.75 17.83 26.15 19.33 26.15 19.33 31.25""></polygon><path d=""M30.07,26.9H1.93L7.46,16.5H3.31L16,.28,28.69,16.5H24.54ZM4.43,25.4H27.57L22.05,15h3.56L16,2.72,6.39,15H10Z""></path><rect height=""2.82"" width=""1.5"" x=""16.3"" y=""26.15""></rect></symbol>","Vancouver, WA",45.63222,-122.67156,10,Vancouver,WA,USA,98660,"Vancouver, WA, United States",1,,,37,9,37,,,,,,,28,6,,,34,,,,,11.2,56,1,,18,18,,,,21,,,,,,,71,,43,,28,,,37,,,,6,,15,,,,"Raindance by Greenpoint Seeds is a vigorous cannabis variety with quick vegetative growth and a generous yield. A cross of Deadhead OG x (Chemdawg 4 x Chemdawg BX), this strain is a quick and vigorous take on the OG and Chemdawg genetic lines, with strong emphasis on chemical aromas. Consumers should also detect a pungent, skunky aroma dominated by tart lemons, pine needles, and diesel fumes. Raindance is primarily indica-dominant, but also offers pleasant cerebral effects. It can be utilized for midday pain, anxiety, depression, and general decompression after a long day. This is a must for OG and Chem lovers!"
